title,developer,url,group,monthlyUsers,totalUsers,rating,reviews,description
Grubhub Restaurant Reviews Scraper,EasyApi,https://apify.com/easyapi/grubhub-restaurant-reviews-scraper?fpr=youssef,reviews,4,25,5,1,"Efficiently extract comprehensive customer reviews, ratings, and order details from Grubhub restaurant pages. Get valuable insights into customer satisfaction, menu item popularity, and sentiment analysis with this powerful and reliable scraper"
MercadoLibre Chile Local Stock Scraper,Javier Chame,https://apify.com/jchame/mercadolibre-chile-scraper?fpr=youssef,global-marketplaces,4,25,5,1,"Scrape mercadolibre.cl search pages for Chile marketplace evidence: CLP prices, ratings, sold text, canonical URLs, Envio local filters, local vs international/import signals, and VIP item-detail shipping/quantity fields. Best for simple Chile checks and diagnostics; use Atomic for large jobs"
Fiverr Scraper,Gio,https://apify.com/gio21/fiverr-scraper?fpr=youssef,reviews,4,25,,0,"Scrape Fiverr gigs by keyword. Extract title, price, rating, reviews, delivery time and seller info. Pay per gig scraped"
Iherb Reviews Scraper,SASWAVE,https://apify.com/saswave/iherb-reviews-scraper?fpr=youssef,reviews,4,24,,0,"A fast and reliable scraper to extract customer reviews from iHerb product pages. It collects review content, ratings, images, verified purchase status, and reviewer profile info, providing structured data for analysis and insights"
Lowes Reviews Spider,GetDataForMe,https://apify.com/getdataforme/Lowes-Reviews-spider?fpr=youssef,us-retailers,4,24,,0,"Efficiently scrape and extract detailed customer reviews from Lowe's product pages for market research, competitive analysis, and sentiment insights"
eBay Search Scraper,Kevin,https://apify.com/burbn/ebay-search-scraper?fpr=youssef,ebay-etsy,4,23,,0,"Search eBay products by keyword across 20+ global marketplaces. Extract product titles, prices, discounts, seller ratings, shipping info, conditions & more. Filter by condition, buying format, price range & listing attributes. Supports US, UK, Germany, France, Australia, Canada & 15+ eBay domains"
Grailed Listings Scraper,FalconScrape,https://apify.com/piotrv1001/grailed-listings-scraper?fpr=youssef,global-marketplaces,4,22,,0,"The Grailed Listings Scraper extracts listings from Grailed's marketplace - capturing titles, designers, prices, price drops, sizes, conditions, colors, photos, shipping rates, sold prices, and seller ratings - ideal for resale price tracking, sold-comp research, and fashion market analytics"
Nike Product Scraper,Shahid Irfan,https://apify.com/shahidirfan/nike-product-scraper?fpr=youssef,price-comparison,4,17,5.0,3,"Scrape Nike products at scale. Extract prices, descriptions, ratings, inventory, sizes & colors in real-time. Perfect for price monitoring, market research & competitive analysis. Fast, reliable, zero blocks"
Shopify Judge.me Reviews Scraper API,LurkAPI,https://apify.com/lurkapi/shopify-judge-me-reviews-scraper-api?fpr=youssef,shopify-stores,4,17,,0,Scrape Judge.me reviews from Shopify product URLs or scan store sitemaps for product ratings and review counts
Woot by Amazon Scraper,Shahid Irfan,https://apify.com/shahidirfan/Woot-By-Amazon-Scraper?fpr=youssef,amazon,4,16,5,3,"Extract daily deals and exclusive offers from Woot! Scrape product details, pricing, and limited-time sales data efficiently. Perfect for e-commerce insights, price monitoring, and retail arbitrage. For reliable results and seamless access, use residential proxies"
Tesco Products Scraper,Shahid Irfan,https://apify.com/shahidirfan/tesco-products-scraper?fpr=youssef,us-retailers,4,16,5.0,3,"Harvest Tesco product data fast: prices, ratings, availability, and descriptions. Built for price monitoring, market research, and competitive intelligence. Perfect for retail analytics and e-commerce insights at scale"
COMC Scraper - Sports Cards & TCG Listings,lulz bot,https://apify.com/lulzasaur/comc-scraper?fpr=youssef,other-ecommerce,4,16,,0,"Scrape sports card and trading card listings from COMC.com. Get title, player/subject, year, set, card number, price, condition, grade, grading company, image, and URL. Search by keyword like 'charizard' or 'michael jordan'"
Reverb Musical Instruments Scraper,ParseForge,https://apify.com/parseforge/reverb-com-scraper?fpr=youssef,other-ecommerce,4,16,,0,"Scrapes Reverb.com musical instrument listings by search query, category, condition, or location. Returns each listing as a flat row with price, condition, seller, and photos"
Walmart Price Tracker,TrueFetch,https://apify.com/truefetch/walmart-price-tracker?fpr=youssef,us-retailers,4,15,4.0,2,"A walmart price tracker api that searches United States product results and returns 55-field USD price, discount, availability, seller, rating, image, rank, and source records through three inputs"
AuctionNinja Scraper - Estate Sales & Online Auctions,lulz bot,https://apify.com/lulzasaur/auctionninja-scraper?fpr=youssef,other-ecommerce,4,15,,0,"Scrape estate sales and online auctions from AuctionNinja.com. Extract auction items, current bids, lot details, images, dates, and locations. For resellers, collectors, and estate sale enthusiasts"
Discogs.com Scraper,Shahid Irfan,https://apify.com/shahidirfan/Discogs-com-Scraper?fpr=youssef,other-ecommerce,4,14,5,3,"Extract vinyl records, CDs, and cassettes from Discogs with pricing, condition details, and seller info. Perfect for music collectors, dealers, and market research. Build your music database instantly without limits"
Carrefour Scraper [] - France Grocery Prices,Black Falcon Data,https://apify.com/blackfalcondata/carrefour-scraper?fpr=youssef,us-retailers,4,13,,0,Scrape carrefour.fr - Carrefour France groceries with current prices · availability · GTINs · categories · unit pricing · ratings & product URLs. Incremental mode tracks new and changed products across scheduled runs
Ricardo.ch Scraper,Shahid Irfan,https://apify.com/shahidirfan/Ricardo-ch-Scraper?fpr=youssef,price-comparison,4,13,5,2,"Extract listings, prices, and auction data from Ricardo.ch with precision. Perfect for competitive analysis, price monitoring, and market research on Switzerland's leading marketplace. Get structured product data instantly. Ideal for resellers, price trackers, and business intelligence"
eBay Scraper - active & sold listings,Black Falcon Data,https://apify.com/blackfalcondata/ebay-scraper?fpr=youssef,ebay-etsy,4,10,,0,Scrape ebay.com - active & sold listings with price & condition · item specifics & images · seller identity · keyword or seller search & price-history. Incremental mode tracks new and changed listings across scheduled runs
"Patreon Creator Scraper - Posts, Patrons & Membership Data",SIÁN OÜ,https://apify.com/sian.agency/patreon-creator-scraper?fpr=youssef,other-ecommerce,4,10,,0,"Extract Patreon creator data at scale - campaign profile, patron and paid-member counts, currency and tier economics, plus the full posts feed with titles, dates, likes, comments and cadence. Structured output for analytics, lead research and competitor monitoring. No code, pay per result"
Milanuncios Scraper [] - Spanish Car Listings,Black Falcon Data,https://apify.com/blackfalcondata/milanuncios-scraper?fpr=youssef,other-ecommerce,4,9,,0,Scrape milanuncios.com - Spain's biggest classifieds - car listings by brand · region · price · year · mileage · fuel & gearbox with full specs & photo gallery. Incremental mode tracks new and changed listings across scheduled runs
Goodreads Book Scraper,SIÁN OÜ,https://apify.com/sian.agency/goodreads-book-scraper?fpr=youssef,amazon,4,9,,0,"Scrape books from Goodreads by search or book page - title, author, average rating, ratings & reviews count, ISBN/ISBN13, ASIN, pages, publisher, language, genres, series and description. Clean JSON/CSV, no code"
AliExpress Scraper - Products & Sellers,ParseBird,https://apify.com/parsebird/aliexpress-scraper?fpr=youssef,chinese-marketplaces,4,9,,0,"Scrape AliExpress products and sellers by keyword or URL. Extract prices, ratings, SKU variants, images, and seller details. Export as JSON, CSV, or Excel"
Argos Price Tracker,TrueFetch,https://apify.com/truefetch/argos-price-tracker?fpr=youssef,us-retailers,4,8,4,1,"An argos price tracker api that searches the United Kingdom catalog and returns 55-field price, availability, rating, identifier, image, rank, and source records through three inputs"
Redbubble.com Scraper - Low-cost,Prime Scrape,https://apify.com/delectable_incubator/redbubble-com-scraper-low-cost?fpr=youssef,reviews,4,8,5,1,"Discover and scrape Redbubble product listings! Collect titles, prices, ratings, product URLs, artists, categories, tags, product images, and more. Perfect for market research, trend analysis, competitor monitoring, eCommerce insights, and winning product discovery"
eBay Sold Scraper · Price Analytics,NanoScrape,https://apify.com/santamaria-automations/ebay-sold-scraper?fpr=youssef,ebay-etsy,4,6,,0,"Scrape eBay sold listings for real transaction prices. Filter by date range and condition. Returns avg, median, and recommended price analytics per query. Supports 8 eBay marketplaces"
Foodpanda Scraper | Menus Restaurants Reviews,kane liu,https://apify.com/lentic_clockss/foodpanda-scraper?fpr=youssef,reviews,4,6,,0,"Scrape Foodpanda restaurants, Apollo menus (toppings/fees/ETA), shops & reviews across SG/HK/MY/TW/PH/PK/BD/KH/MM/LA. Discover cities & cuisines. Export Excel/CSV/JSON. Unofficial - not affiliated with Foodpanda or Delivery Hero"
Lazada Scraper,Tin,https://apify.com/dtrungtin/lazada-scraper?fpr=youssef,global-marketplaces,3,436,,0,"Unofficial Lazada API to extract data from Lazada based on keywords or categories. Scrape prices, product descriptions, images, location, availability, brand, and more. Download extracted data in structured format and use it in reports, spreadsheets, databases, and applications"
Yelp Advanced Data Scraper,ВAH,https://apify.com/delicious_zebu/yelp-advanced-data-scraper?fpr=youssef,reviews,3,406,5,29,"Effortlessly scrape detailed business data from Yelp - ratings, reviews, contact info, hours, amenities, popular dishes, health scores, Q&A, and more. Works for restaurants, services, and any Yelp category. Perfect for lead generation, market analysis, apps, and research"
Facebook Marketplace Scraper,Pratik Dani,https://apify.com/pratikdani/facebook-marketplace-scraper?fpr=youssef,global-marketplaces,3,209,,0,"The Facebook Marketplace Scraper extracts detailed product data from Marketplace URLs, including prices, descriptions, images, and seller details. Perfect for market research, price monitoring, and inventory tracking"
Etsy Listings Scraper,FalconScrape,https://apify.com/piotrv1001/etsy-listings-scraper?fpr=youssef,ebay-etsy,3,174,1,3,"The Etsy Listings Scraper efficiently extracts product data from Etsy pages, capturing titles, images, brands, prices, and product URLs. Ideal for market analysis, competitor tracking, and e-commerce research"
eBay Reviews Scraper,E Commerce,https://apify.com/e-commerce/store-ebay?fpr=youssef,ebay-etsy,3,166,5.0,5,"Extract data from hundreds of eBay reviews. Get eBay review data, including text, rating, submission time, position, possible reply, reviewer username, item name, price with currency & more. Integrate eBay Reviews Scraper with other tools to streamline your workflow"
Ultimate Walmart Scraper,Eneiro Matos,https://apify.com/eneiromatos/ultimate-walmart-scraper?fpr=youssef,us-retailers,3,161,,0,"This is the ultimate web scraping tool for extracting the most relevant data points from products on Walmart.com! Developed by an expert software developer, this powerful scraper is a fast and reliable tool for all your web scraping needs"
Vinted Scraper,delta spider,https://apify.com/deltaspider/vinted-scraper?fpr=youssef,global-marketplaces,3,158,,0,"Blazing fast Vinted scraper Support for ALL catalogs, filters and sorting options. Support for ALL Vinted sites (vinted.com, vinted.de, vinted.fr,...)"
Dutch Supermarkets (all 11),Harvest Edge,https://apify.com/harvestedge/dutch-supermarkets-all-11?fpr=youssef,us-retailers,3,154,,0,"Scrape all 11 dutch supermarket chains for price, product, url, and size. Albert Heijn, Jumbo, Dirk, SPAR, Hoogvliet, Aldi, Lidl, Vomar, Poiesz, Plus, DekaMarkt. Netherlands, Nederland, supermarkt"
